,title,개월,spell
10858,수유하는데 배탈나면,,수유하는데 배탈 나면
10859,1회 유축량 15-20미리였는데 모유량 늘으신분 계세요?,,1회 유축량 15-20미리였는데 모유량 늘으신 분 계세요?
10860,모유 끈적이는데요,,모유 끈적이는데요
10861,유축하면 모유양이 줄까요? ㅠㅠ,,유축하면 모유 양이 줄까요? ㅠㅠ
10862,한쪽 젖이 안나와요,,한쪽 젖이 안 나와요
10863,호박즙 말고 그냥 단호박/호박죽도 젖양 줄어드나요?,,호박 즙 말고 그냥 단호박/호박 죽도 젖양 줄어드나요?
10864,유선이 안뚫린데요 ㅠㅠ,,유선이 안 뚫린데요 ㅠㅠ
10865,혼합질문이요~,,혼합 질문이요~
10866,"수유중 초콜렛 먹으니,가슴알갱이가..",,"수유 중 초콜릿 먹으니, 가슴 알갱이가.."
10867,분유 바꾸고 녹변..언제쯤 황금변될까요,,분유 바꾸고 녹변.. 언제쯤 황금 변 될까요
10868,완모 중입니다! 많은 의견 부탁드려요,,완모 중입니다! 많은 의견 부탁드려요
10869,모유수유시 분수토,,모유 수유 시 분수 토
10870,게워냄과 몸무게의 딜레마ㅠㅠㅠ,,게워냄과 몸무게의 딜레마ㅠㅠㅠ
10871,모유수유 아이 기저귀 양,,모유 수유 아이 기저귀 양
10872,모유질에 대해서요,,모 유질에 대해서요
10873,사출땜에 정말 힘들었지만 극복하신 분들!!,,사출 땜에 정말 힘들었지만 극복하신 분들!!
10874,홀레분유 어떤가요?,,홀레 분유 어떤가요?
10875,완모 중에도 생리할 수 있나요??,,완모 중에도 생리할 수 있나요??
10876,압타밀 분유 이물질(검정색점) 나온분 없나요?,,압타밀 분유 이물질(검은색 점) 나온 분 없나요?
10877,모유수유하면 복숭아먹으면안돼요??,,모유 수유하면 복숭아 먹으면 안 돼요??
10878,ha분유 탈때 70도이상 물이랑 식힌물 섞어 하세요??,,ha 분유 탈 때 70도 이상 물이랑 식힌 물 섞어 하세요??
10879,모유수유홍삼,,모유 수유 홍삼
10880,모유량부족인데 계속물고있을때요..,,모유량 부족인데 계속 물고 있을 때요..
10881,왼쪽가슴만 너무아파요ㅜㅜ,,왼쪽 가슴만 너무 아파요ㅜㅜ
10882,한쪽 수유시 반대쪽 가슴 유축??,,한쪽 수유 시 반대쪽 가슴 유축??
10883,중탕기에 50분 있던 모유 먹여도 될까요 ?,,중탕기에 50분 있던 모유 먹여도 될까요?
10884,유축하면 점점 양이 늘어야 하나요?,,유축하면 점점 양이 늘어야 하나요?
10885,다들 수유 어디 앉아서 하시나요~??,,다들 수유 어디 앉아서 하시나요~??
10886,여러분들은 어떻게 하시겠어요??ㅠ,,여러분들은 어떻게 하시겠어요??ㅠ
10887,안겨서 잘때 안깨면 배안고픈거겠죠?,,안겨서 잘 때 안 깨면 배 안 고픈 거겠죠?
10888,짝짝이가슴 모유수유,,짝짝이 가슴 모유 수유
10889,모유수유 직수요..,,모유 수유 직수요..
10890,유축기로 모유 먹이려는데 단점 있을까요?,,유축기로 모유 먹이려는데 단점 있을까요?
10891,분유 하루만 다른브랜드 먹여도될까요,,분유 하루만 다른 브랜드 먹여도 될까요
10892,양이많으면 먹는시간이 적나요ㅜㅜ?,,양이 많으면 먹는 시간이 적나요ㅜㅜ?
10893,"아기가 모유,분유를 안먹으려해요ㅠ",,"아기가 모유, 분유를 안 먹으려 해요ㅠ"
10894,유선염인데 마사지를 막 쥐어짜듯이 해도될까요ㅠ,,유선염인데 마사지를 막 쥐어짜듯이 해도 될까요ㅠ
10895,모유수유할때 엑스레이 찍어도 괜찮죠?,,모유 수유할 때 엑스레이 찍어도 괜찮죠?
10896,스펙트라 휴대용에 들어가는 건전지 뭔가요??,,스펙트라 휴대용에 들어가는 건전지 뭔가요??
10897,젖몸살 증상,,젖몸살 증상
10898,모유수유하는아기,,모유 수유하는 아기
10899,분유 어느걸 먼저 먹일까요?,,분유 어느 걸 먼저 먹일까요?
10900,저좀 도와주세요ㅠ,,저 좀 도와주세요ㅠ
10901,"모유저장팩 중탕하고, 다시냉장보관, 재중탕해서 먹여도되나요?",,"모유저장팩 중탕하고, 다시 냉장보관, 재어 중탕해서 먹여도 되나요?"
10902,가슴이 돌덩이예요..,,가슴이 돌덩이예요..
10903,밤수유 어찌끊어야하나요,,밤 수유 어찌 끊어야 하나요
10904,힙분유 알려주세요~,,히프 분유 알려주세요~
10905,가슴 울혈이 심한대 마사지는 수요일에나 받을수있대요 ㅠㅠ급하게 풀방법없을까요??,,가슴 울혈이 심한대 마사지는 수요일에나 받을 수 있대요 ㅠㅠ급하게 풀 방법 없을까요??
10906,모유수유중 음식말이에요..,,모유 수유 중 음식 말이에요..
10907,입안덴모유 다시 데워도되나요,,입은 덴 모유 다시 데워도 되나요
10908,젖양 줄이려면 어떻게하나요?,,젖양 줄이려면 어떻게 하나요?
10909,유선염일때 수유가능한가요ㅜ,,유선염일 때 수유 가능한가요ㅜ
10910,스테로이드 연고(리도맥스) 수유시 사용?,,스테로이드 연고(리도 맥스) 수유 시 사용?
10911,모유가 심각하게 적어요..,,모유가 심각하게 적어요..
10912,오브맘 거품이왜이리 날까요?,,오브 맘 거품이 왜 이리 날까요?
10913,밤에는 유축하시나요?,,밤에는 유축하시나요?
10914,분유갈아타기,,분유 갈아타기
10915,유축기 사용 시 역류 예방 방법 알려주세요ㅜ,,유축기 사용 시 역류 예방 방법 알려주세요ㅜ
10916,젖 잇몸으로 깨물때 어떻게하나요?,,젖 잇몸으로 깨물 때 어떻게 하나요?
10917,완모인데 단유방법좀요.,,완모인데 단 유방 법 좀요.
10918,수유부 영양제 추천 부탁드려요,,수유부 영양제 추천 부탁드려요
10919,분유 안먹는 아기,,분유 안 먹는 아기
10920,모유수유문의요,,모유 수유 문의요
10921,먹기 싫어하는 쪽,,먹기 싫어하는 쪽
10922,냉동 모유!,,냉동 모유!
10923,잘때만 잘먹는 아가ㅜㅜ완분이요!,,잘 때만 잘 먹는 아가ㅜㅜ와는 분이요!
10924,안먹으면 젖양 줄어드나요?,,안 먹으면 젖양 줄어드나요?
10925,단유할까 하루에도 몇번씩 고민이에요ㅜㅜ,,단유 할까 하루에도 몇 번씩 고민이에요ㅜㅜ
10926,모유양이 충분한지 줄어들고 있는지는 어떻게 알 수 있나요?,,모유 양이 충분한지 줄어들고 있는지는 어떻게 알 수 있나요?
10927,유두크림? 연고?,,유두 크림? 연고?
10928,한번씩 모유수유 하다보면 떼를 쓰는데..,,한 번씩 모유 수유하다 보면 떼를 쓰는데..
10929,아기 통잠자는 분~ 밤엔 유축하시나요?,,아기 통 잠자는 분~ 밤엔 유축하시나요?
10930,쭈쭈 쓰다가 직수성공하신 어머님들!,,쭈쭈 쓰다가 직수 성공하신 어머님들!
10931,"통잠 자는 아기, 밤에 유축 하나요?",,"통잠 자는 아기, 밤에 유축 하나요?"
10932,단유,,단유
10933,양배추 먹으면 젖도나요?ㅜ,,양배추 먹으면 젖도 나요?ㅜ
10934,모유수유중 타이레놀 복용이요.,,모유 수유 중 타이레놀 복용이오.
10935,오케타니 증유마사지 효과있나요,,오케타니 증유 마사지 효과 있나요
10936,젤좋은 분유가 뭘까요?ㅜㅜ하난 설사 하난 변비..ㅜㅜ다시 설사로 가야할런지..ㅜㅜ다시 새걸로 갈아타야되는지..ㅜㅜ,,젤 좋은 분유가 뭘까요?ㅜㅜ하난 설사 하난 변비.. ㅜㅜ다시 설사로 가야 할는지.. ᅮᅮ다시 새 걸로 갈아타야 되는지.. ㅜㅜ
10937,모유수유시 기운 빠지는 느낌 저만 들까요??ㅠㅠㅋ,,모유 수유 시 기운 빠지는 느낌 저만 들까요??ㅠㅠㅋ
10938,직수완모하시는분들~어떻게하고 계시나요?,,진수완 뭐 하시는 분들~어떻게 하고 계시나요?
10939,분유 1단계에서 2단계 올릴때요~,,분유 1단계에서 2단계 올릴 때요~
10940,센서티브 먹이시는분들 많나요??,,센서티브 먹이시는 분들 많나요??
10941,이유식 후에 바로 분유 안 먹여도 되나여...,,이유식 후에 바로 분유 안 먹여도 되나요...
10942,편평유두 ㅠㅠ,,편평유두 ㅠㅠ
10943,이유식 끼니 사이에 분유먹이면 안돼는이유?,,이유식 끼니 사이에 분유 먹이 면 안되는 이유?
10944,분유갈아탈때 스틱분유는?,,분유 갈아탈 때 스틱 분유는?
10945,모유수유중 전류 마사지기 사용 가능한가요?,,모유 수유 중 전류 마사지기 사용 가능한가요?
10946,압타밀푸트라1단계 3일에한번 몰아서 응가해요,,압타밀푸트라1단계 3일에 한번 몰아서 응가 해요
10947,중탕한 유축모유 보관시간문의요~,,중탕한 유축 모유 보관 시간 문의요~
10948,혼합??,,혼합??
10949,단 음식 먹음 왜 안좋아요??,,단 음식 먹음 왜 안 좋아요??
10950,너무 안먹어서 스트레스에요ㅠㅠㅠ,,너무 안 먹어서 스트레스에요ㅠㅠㅠ
10951,단유할까합니다,,단유 할까 합니다
10952,모유수유,,모유 수유
10953,이제 딱 한달된 아가 보호기끼고 간신히 성공해서 모유 수유중인데요~,,이제 딱 한 달 된 아가 보호기 끼고 간신히 성공해서 모유 수유 중인데요~
10954,모유 유축시 110정도 나오는데요,,모유 유축 시 110 정도 나오는데요
10955,아기가 중이염이면 수유자세 어떻게 해야해요?,,아기가 중이염이면 수유 자세 어떻게 해야 해요?
10956,젖양이 많으면 어떡해야하죠ㅠ,,젖양이 많으면 어떡해야 하죠ㅠ
10957,힙분유 먹는 아가 양 늘릴때요~,,히프 분유 먹는 아가 양 늘릴 때요~
10958,우울증걸릴것같아요.ㅠ,,우울증 걸릴 것 같아요.ㅠ
10959,유두백반 하얀거 저절로 떨어지나요?,,유두 백반 하얀 거 저절로 떨어지나요?
10960,분유를 바꿔야할까요,,분유를 바꿔야 할까요
10961,노발락 먹이시는분?,,노발락 먹이시는 분?
10962,갑자기 가슴이 뭉치고 단단해졌습니다 ㅠㅠ,,갑자기 가슴이 뭉치고 단단해졌습니다 ㅠㅠ
10963,초보맘이라서 잘모르겟어요..ㅜㅜ,,초보 맘이라서 잘 모르겠어요.. ᅮᅮ
10964,모유수유 중인데 햄버거 먹어도 되나요,,모유 수유 중인데 햄버거 먹어도 되나요
10965,힙분유 보관시에요~!!,,히프 분유 보관 시에요~!!
10966,(긴급요청ㅜㅜ) 노발락ac에서 it로 변경하려면 어떻게 먹여야할까요??,,(긴급 요청ㅜㅜ) 노발락 ac에서 it로 변경하려면 어떻게 먹여야 할까요??
10967,유축 모유,,유축 모유
10968,모유수유 중 쉐이크 먹음 안되겠죠?,,모유 수유 중 셰이크 먹음 안되겠죠?
10969,유축 계속 해야겟죠?,,유축 계속해야겠죠?
10970,분유보충 해도 될까요?,,분유 보충해도 될까요?
10971,언제 제대로 시원하게 머글까여ㅠㅠ,,언제 제대로 시원하게 머글까여ㅠㅠ
10972,모유먹이고 가슴 어떻게 닦나요,,모유 먹이고 가슴 어떻게 닦나요
10973,모유수유 좀 도와주세요..,,모유 수유 좀 도와주세요..
10974,분유 맛없으면 안먹기도 하나요?,,분유 맛없으면 안 먹기도 하나요?
10975,수유 적절하게 하는지 모르겠어요ㅠㅠ,,수유 적절하게 하는지 모르겠어요ㅠㅠ
10976,밤수인지 첫수가 빠른건지ㅜㅜ,,밤 수인지 첫수가 빠른 건지ㅜㅜ
10977,아가는 잠만 자네요.. ㅠㅠ,,아가는 잠만 자네요.. ㅠㅠ
10978,백만년만에 커피 마셨더니 잠이 안오네요,,백만 년 만에 커피 마셨더니 잠이 안 오네요
10979,깨워도 안일어나는데 그냥 재워도 될까요?? ㅠㅠ,,깨워도 안 일어나는데 그냥 재워도 될까요?? ㅠㅠ
10980,하루 몇미리 먹여야하나요?,,하루 몇 미리 먹여야 하나요?
10981,통잠 언제잘까요 ㅠㅠ,,통잠 언제 잘까요 ㅠㅠ
10982,아가 빠는힘 생긴후에 젖물려도 문제없을까요?,,아가 빠는 힘 생긴 후에 젖 물려도 문제없을까요?
10983,늦게까지 모유수유하신분들중에 밤수 끊어보신분..,,늦게까지 모유 수유하신 분들 중에 밤 수 끊어보신 분..
10984,노발락AR 수유방법?,,노발락 AR 수유 방법?
10985,단유마사지받았는데 젖물렸어요..,,단유 마사지 받았는데 젖 물렸어요..
10986,모유수유중 타이레놀..,,모유 수유 중 타이레놀..
10987,꿈수 하시는 분들 아가 젖물고 자는 습관 없나요?,,꿀 수 하시는 분들 아가 젖 물고 자는 습관 없나요?
10988,완모는 뱃골 늘리는거,,완모는 뱃골 늘리는 거
10989,압타☆ 에서 힙으로 바꿀까해요.,,아바타☆에서 히프로 바꿀까 해요.
10990,아이가 물면서 짜증내는 이유 ㅠㅠ도와주세요 ㅜ,,아이가 물면서 짜증 내는 이유 ㅠㅠ도와주세요 ㅜ
10991,제가 모유 수유 제대로 하는게 맞을까요,,제가 모유 수유 제대로 하는 게 맞을까요
10992,코알라분유 2단계 넘어가는 몸무게 기준?,,코알라 분유 2단계 넘어가는 몸무게 기준?
10993,ㅜㅜ 수유후 토에 피가 섞여 나왔어요,,ㅜㅜ 수유 후 토에 피가 섞여 나왔어요
10994,억지로 먹이고.. 분수토 ㅜㅜ,,억지로 먹이고.. 분수 토 ㅜㅜ
10995,총 분유양 질문드려요,,총 분유 양 질문드려요
10996,꿈수요령,,꿀 수 요령
10997,지금 출산한지 한달 됐는데..머리 너무 하고싶어요ㅠㅠ,,지금 출산한지 한 달 됐는데.. 머리 너무 하고싶어요ㅠㅠ
10998,모유수유,,모유 수유
10999,도와주세요 징글징글하게 안먹네요.. 분유 뭐 먹이세요?,,도와주세요 징글징글하게 안 먹네요.. 분유 뭐 먹이세요?
11000,유축할때 물총처럼 나와야 좋은거죠?? ㅜ,,유축할 때 물총처럼 나와야 좋은 거죠?? ㅜ
11001,너무힘듭니다ㅜㅜ,,너무 힘듭니다ㅜㅜ
11002,조리원에서 모유수유 중 라면,,조리원에서 모유 수유 중 라면
11003,혼합수유 하루 분유 총양이요 :),,혼합수유 하루 분유 총양이요 :)
11004,"쭈쭈젖꼭지 며칠동안 계속쓰다 빼면, 제껄 물까요??ㅠ",,"쭈쭈 젖꼭지 며칠 동안 계속 쓰다 빼면, 제 걸 물까요??ㅠ"
11005,직수랑 유축이랑 젖량이 달라요...,,직수랑 유축이랑 전량이 달라요...
11006,배고픈지 어떻게 아세요 그리고 한달 아기 텀 궁금해요,,배고픈지 어떻게 아세요 그리고 한 달 아기 텀 궁금해요
11007,유두출혈 ㅠㅠ,,유두출혈 ㅠㅠ
11008,"잘먹던 분유, 갑자기 더 안먹는아기",,"잘 먹던 분유, 갑자기 더 안 먹는 아기"
11009,유두에 털이..,,유두에 털이..
11010,매일 앱솔루트 산양 분유 먹이시는 분??,,매일 앱설루트 산양 분유 먹이시는 분??
11011,아기가 토했을때,,아기가 토했을 때
11012,분유를바꿀지말지 고민입니다ㅠㅠ,,분유를 바꿀지 말지 고민입니다ㅠㅠ
11013,직수 계속 해야할까요?,,직수 계속해야 할까요?
11014,직수안되다가 성공하신분이요,,직수 안되다가 성공하신 분이요
11015,압타밀 푸트라 프레 질문이용,,압타밀 푸트라 프레 질문 이용
11016,코알라분유 먹이시는 분??,,코알라 분유 먹이시는 분??
11017,상한음식 잘못먹은거 같은데 수유계속해도되나요?,,상한 음식 잘못 먹은 거 같은데 수유 계속해도 되나요?
11018,수유중에도 꿀은 피하잖아요.,,수유 중에도 꿀은 피하잖아요.
11019,젖양이 더이상 많아지면 안되는데 아가랑 텀이 안 맞으면?,,젖양이 더 이상 많아지면 안 되는데 아가랑 텀이 안 맞으면?
11020,모유수유중 푸룬주스 차게해서 먹어도 되나요,,모유 수유 중 푸룬 주스 차게 해서 먹어도 되나요
11021,요즘 잘안먹네요ㅜ 왜그러는거죠?,,요즘 잘 안 먹네요ㅜ 왜 그러는 거죠?
11022,1단계에서 2단계 넘어갈때요~,,1단계에서 2단계 넘어갈 때요~
11023,유두를 씹어요 ㅠㅠ 22일 아가입니다,,유두를 씹어요 ㅠㅠ 22일 아가입니다
