,title,개월,spell,token
11053,모유하면서 다이어트하시는분 어떻게하고 계세요?,,모유하면서 다이어트 하시는 분 어떻게 하고 계세요?,모유 다이어트 분 계세
11054,음식!!,,음식 !!,음식
11055,사출심할때 어떻게 없는가요ㅠㅜ?,,사출심할 때 어떻게 없는가요 ㅠㅜ?,사출 때
11056,하면서 영양제 드시나요??특히 칼슘요ㅠㅠ,,하면서 영양제 드 시나요? ?특히 칼슘 요ㅠㅠ,양제 드 시나 칼슘 요
11057,모유중 엄마 바디,,모유 중 엄마 바디,모유 중 엄마 바디
11058,지칭말이 맞는걸까요?,,지칭 말이 맞는 걸까요?,지칭 말 요
11059,자는 아기 깨워서 먹여야 할까요??,,자는 아기 깨워서 먹여야 할까요??,아기 요
11060,분유명는 삭든 다 먹여도 되나요?,,분유명는 삭든 다 먹여도 되나요?,분유 삭
11061,변없고 살찌우는 분유 추천해주세요~~~!,,변없고 살찌우는 분유 추천해주세요~~~!,변 분유 추천
11062,시까지 모유 하실생각이세요!??,,시까지 모유 하실 생각이세요!??,시 모유 생각 이세
11063,분유할 때 로 줘도 되나요???,,분유할 때 로 줘도 되나요???,분유 때 로
11064,외출시 모유 매트 담요?,,외출 시 모유 매트 담요?,외출 시 모유 매트 담요
11065,모유,,모유,모유
11066,식 하면서 시가 가능할까요?,,식 하면서 시간 가 가능할까요?,식 시간 요
11067,드맘100 먹이고 있는데요 맘님들 의견 듣고 싶어요,,드맘 100 먹이고 있는데요 맘님들 의견 듣고 싶어요,드맘 먹이 맘 의견
11068,모유는 조리원에서부터 하나요?,,모유는 조리원에서부터 하나요?,모유 조리 하나요
11069,가슴 어떻게 나으셨어요?,,가슴 어떻게 나으셨어요?,가슴
11070,브랜드명마사지 몇번까지 받고 모유양 느셨나용?,,브랜드명 마사지 몇 번까지 받고 모유 양 느셨나용?,브랜드 마사지 몇 번 모유 양
11071,모유하는데 살이 쪘어요,,모유하는데 살이 쪘어요,모유 살이
11072,직수..스트레스받아요 :(,,직수..스트레스 받아요 :(,직수 스트레스
11073,오늘부터 혼합 했는데요ㅜㅠ,,오늘부터 혼합 했는데 요 ㅜㅠ,오늘 혼합 요
11074,분유 단계  궁금해요,,분유 단계 궁금해요,분유 단계
11075,모유가 적게나와요ㅠㅠ 조언부탁드려요ㅠ,,모유가 적게 나와 요ㅠㅠ 조언 부탁드려 요ㅠ,모유 요 조언 요
11076,시아기 시에 자꾸 깨서 막수 분유...,,시간 아기 시에 자꾸 깨서 막수 분유...,시간 아기 시 자꾸 분유
11077,후 수면들면  오오...,,후 수면 들면 오오...,후 수면
11078,모유양이 너무 많으셨던 분 ㅠㅠ,,모유양이 너무 많으셨던 분 ㅠㅠ,모유 분
11079,이 분유명,,이 분 유명,이 분 유명
11080,브랜드명나 아이통곡 이용해보신 분들께 문요,,브랜드명 나 아이 통곡 이용해보신 분들께 문요,브랜드 나 아이 통곡 이용 분 문
11081,모유양부족 도대체 시까지 계속 려야할까요 ㅠㅠ,,모유 양 부족 도대체 시까지 계속 려야 할까요 ㅠㅠ,모유 양 부족 도대체 시 계속 려 요
11082,중 붙이는 네일 괜찮나요?,,중 붙이는 네일 괜찮나요?,중 네일
11083,직수시 꼭 유축해야하나요?? 두시 으로 주는게 맞나요?,,직수시 꼭 유축해야 하나요? ? 두 시 으로 주는 게 맞나요?,직 수시 꼭 유축 하나요 두 시 게
11084,량  조언뷰탁드려요 ㅠㅠ,,량 조언 뷰탁드려요 ㅠㅠ,량 조언 뷰탁
11085,"뱃 적은 아기, 모유크기 어떤걸 사야할까요?",,"뱃 적은 아기, 모유 크기 어떤 걸 사야 할까요?",뱃 아기 모유 크기 걸 요
11086,아기 방구 게워냄 분유문제?,,아기 방구 게워냄 분유 문제?,아기 방구 분유 문제
11087,압타밀 먹이는 맘님~!,,압타밀 먹이는 맘님~!,압 타밀 맘
11088,모유 할때 쪽쪽 소리요,,모유 할 때 쪽쪽 소리요,모유 때 쪽쪽 소리
11089,혼합하다가 식 하면서 시하시는 분들 있나요,,혼합하다가 식 하면서 시간 하시는 분들 있나요,혼합 식 시간
11090,모유을 고 버둥치고 늘어지는 건 왜 그러는 걸까요?,,모유을 고 버둥치고 늘어지는 건 왜 그러는 걸까요?,모유 을 고 버둥 건 왜 요
11091,유륜통증?,,유륜 통증?,유륜 통증
11092,"분유 가끔먹는 모유아기, 단계 바뀔시 어떻게 먹여야하나요?",,"분유 가끔 먹는 모유아기, 단계 바뀔 시 어떻게 먹여야 하나요?",분유 가끔 유아기 단계 시 하나요
11093,혼합 > 다유 & 분유 > 다시혼합,,혼합 > 다 유 & 분유 > 다시 혼합,혼합 유 분유 다시 혼합
11094,"토하는건 분유문젠가요, 소화문젠가요??",,"토하는 건 분유문젠가요, 소화문 젠가요??",토 건 분유 젠 가요 소화 문 젠 가요
11095,분유명 타는 법과 양 알려주세요~,,분유 명 타는 법과 양 알려주세요~,분유 명 법 양
11096,양 괜찮은걸까요?!,,양 괜찮은 걸까요?!,양 요
11097,시예정이면 혼합 안하는게 좋을까요??,,시간 예정이면 혼합 안 하는 게 좋을까요??,시간 예정 이면 혼합 안 게
11098,시에 모유 시에 분유,,시간에 모유 시에 분유,시간 모유 시 분유
11099,시 통수면 자는 아기들 몇번 먹이세요?,,시간 통수면 자는 아기들 몇 번 먹이세요?,시간 통 수면 아기 몇 번
11100,시쯤이면 직수로 애가 양껏 먹을까요,,시쯤이면 직수로 애가 양껏 먹을까요,쯤 직 수로 애가 껏
11101,다들 음식 드셔요?,,다들 음식 드셔요?,음식
11102,모유 아가 스틱분유 아무거나 먹여도 되나요?,,모유 아가 스틱 분유 아무거나 먹여도 되나요?,모유 아가 스틱 분유 거나
11103,시할수있을까요?,,시간할 수 있을까요?,시간 수
11104,유축 보관법에 궁금한점이 잇습니다,,유축 보관법에 궁금한 점이 잇습니다,유축 보관 법 점
11105,모유 고춧요,,모유 고춧요,모유 고춧
11106,유두가슴 땜에 뭉친 쪽을 아기가 안어요 ㅠㅠ,,유두 가슴 땜에 뭉친 쪽을 아기가 안어요 ㅠㅠ,유두 가슴 땜 쪽 아기
11107,출산 후 가슴 변화?,,출산 후 가슴 변화?,출산 후 가슴 변화
11108,마취약후  해도되나요?,,마취약 후 해도 되나요?,마취약 후 해도
11109,브랜드명 모유모유젖꼭지랑 유비모유  여부,,브랜드 명 모유 젖꼭지랑 유비모유 여부,브랜드 명 모유 젖꼭지 유비 모유 여부
11110,량과 모유,,량과 모유,량 모유
11111,이 원래이렇게 짧아요?,,이 원래 이렇게 짧아요?,이 원래
11112,다유해야할까요..? ㅠㅠ,,다 유해야 할까요..? ㅠㅠ,유해 요
11113,분유올리는어떻게이요,,분유 올리는 어떻게 이요,분유 이요
11114,두드러기랑 모유 있나요?(매너사진),,두드러기랑 모유 있나요?(매너 사진),두드러기 모유 매너 사진
11115,아기가 통수면 잘 때 유축 안하면,,아기가 통수면 잘 때 유축 안 하면,아기 통 수면 때 유축 안
11116,수만 하는 아기 두신분 계신가요,,수만 하는 아기 두 신 분 계신가요,수만 아기 두 신 분
11117, 고수님들 조언부탁드립니다 ㅜ,,고수님들 조언 부탁드립니다 ㅜ,고수 조언
11118,다유중 음식,,다유 중 음식,유 중 음식
11119,후기 식  어떻게 하셨어요?,,후기 식 어떻게 하셨어요?,후기 식
11120,직수량,,직수량,직 수량
11121,시중 궁금해요~,,시중 궁금해 요~,시중 요
11122,분유바꿔야댈까요.,,분유 바꿔야 댈까요.,분유 요
11123,1시단로 찾을때,,1시 단로 찾을 때,때
11124,모유 영양제? 비타민?,,모유 영양제? 비타민?,모유 양제 비타민
11125,유두가조금크신분 직수 하셨나요?,,유두가 조금 크신 분 직수 하셨나요?,유두 조금 분 직수
11126,압타밀 어떻게 먹이나요ㅜㅠㅠ,,압타밀 어떻게 먹이나 요ㅜㅠㅠ,압 타밀 먹이 요
11127,스틱분유 나눠 먹여도 되나요?,,스틱 분유 나눠 먹여도 되나요?,스틱 분유
11128,식 하면 모유량 스트레스 줄어드나요 ㅜㅜ,,식 하면 모 유량 스트레스 줄어드나 요 ㅜㅜ,식 모 유량 스트레스 줄어드 요
11129,모유 하시는 분들 시이요,,모유 하시는 분들 시이요,모유 이요
11130,엄마가 먹는거 부실해도 면역력은 들어있나요ㅠㅠ?,,엄마가 먹는 거 부실해도 면역력은 들어 있나요 ㅠㅠ?,엄마 거 면역
11131,모유 시 유두 통증이여 ㅠ,,모유 시 유두 통증이 여 ㅠ,모유 시 유두 통증 여
11132,모유 어플 ? 뭐가 좋나요 ? 추천바래용 !,,모유 어플 ? 뭐가 좋나요 ? 추천 바래용 !,모유 어플 뭐 추천 바 용
11133, or 직수시?,,or 직수시?,직 수시
11134,시중인대 100일이후 분유먹을때요~~,,시간 중인 대 100일 이후 분유 먹을 때 요~~,시간 중인 이후 분유 때 요
11135,막수때만 우는데 왜그런걸까요ㅠㅠ,,막수 때 만 우는데 왜 그런 걸까요 ㅠㅠ,때 만 왜 요
11136,여행갈때 모유  은 어떻게 하세요?,,여행 갈 때 모 유 은 어떻게 하세요?,여행 때 모 유 은
11137,이 안되었는데 아기가 시수면 요청(?)하는,,이 안 되었는데 아기가 시 수면 요청(?)하는,이 안 아기 시 수면 요청
11138,가리 하시나요?,,가리 하시나요?,
11139,모유 합치기..,,모유 합치기..,모유 합치기
11140,평소보다 많이적게먹었는데요.,,평소보다 많이 적게 먹었는데요.,평소
11141,식먹고바로분유먹이나요?,,식 먹고 바로 분유 먹이나요?,식 바로 분유
11142,유두보호기  어떻게 하세요??,,유두 보호기 어떻게 하세요??,유두 보호 기
11143,"분유만 먹이는데, 아직 생리 안하고 있으면 모유 해봐도 될까요?",,"분유만 먹이는데, 아직 생리 안 하고 있으면 모유 해봐도 될까요?",분유 생리 안 모유 요
11144,막수랑 통수면은 시??,,막수랑 통수면은 시??,통 수면 시
11145,모유.분유 9대1 비율로 주고있는데요,,모유.분유 9대 1 비율로 주고 있는데요,모유 분유 비율
11146,모유 리기 정말 힘드네요...,,모유 리기 정말 힘드네요...,모유 리기 정말
11147,조리원에서 나오면 분유 어떻게 해야하나요?,,조리원에서 나오면 분유 어떻게 해야 하나요?,조리 분유 하나요
11148,모유를 끊어야 될까요...,,모유를 끊어야 될까요...,모유 요
11149,아가 첨 태어나고 나서 직수만 가능한가요??,,아가 첨 태어나고 나서 직수만 가능한가요??,아가 직 수만
11150,모유 평균 시?,,모유 평균 시?,모유 평균 시
11151,가해 분유 추천좀,,가해 분유 추천좀,가해 분유 추천 좀
11152,분유를 너무 안먹는데 추천해주세요,,분유를 너무 안 먹는데 추천해주세요,분유 안 추천
11153,유축 흡기 문이요!!,,유축 흡기 문이요!!,유축 기 이요
11154,양이 많지않은데 사출?,,양이 많지 않은데 사출?,양 사출
11155,모유할때 제가 이 너무 많이나요 ㅠㅠ 일까요??,,모유할 때 제가 이 너무 많이나요 ㅠㅠ 일까요??,모유 때 제 이 나 요
11156,"으앙ㅜ 모유 원래 이렇게 힘든가요,",,"으앙ㅜ 모유 원래 이렇게 힘든가요,",모유 원래
11157,시아기 체 안늘어요,,시간 아기 체 안 늘어요,시간 아기 체 안
11158,분유 어떻게 결정하셨나요,,분유 어떻게 결정하셨나요,분유 결정
11159,시에 2시마다  괜찮을까요?,,시에 2시마다 괜찮을까요?,시
11160, 타이밍,,타이밍,타이밍
11161,분유 원유 안돼도 괜찮은건가요?,,분유 원유 안 돼도 괜찮은 건가요?,분유 원유 안 건가
11162,지루성두피 약,,지루성 두피 약,지루 두피 약
11163,수면자는애기 할때요,,수면자는 애기 할 때요,수면 애기 때
11164,모유 아기랑 맞춰진건지 궁금,,모유 아기랑 맞춰진 건지 궁금,모유 아기 궁금
11165,센서브랜드명브에서 뭘로 바꾸면 좋을까요 ㅠㅠ,,센서 맘 라떼 모아브에서 뭘로 바꾸면 좋을까요 ㅠㅠ,센서 맘 라떼 모아브 뭘
11166,압타밀 -> 노락 갈아타기 어떻게???,,압타밀 -> 노락 갈아타기 어떻게???,압 타밀 노락
11167,과 시수  있을까요?ㅜㅜ,,과 시 수 있을까요?ㅜㅜ,과 시 수
11168,혼합하시는분들~ 모유 몇로 시려쓰나요?,,혼합하시는 분들~ 모유 몇로 시간려 쓰나요?,혼합 모유 로 시간 려
11169,모유 동영상보니 더 어려워요 ㅠ,,모유 동영상 보니 더 어려워 요 ㅠ,모유 동영상 더 요
11170,"중 영양제, 아기 영양제 추천 부탁 드려요!",,"중 영양제, 아기 영양제 추천 부탁 드려요!",중 양제 아기 양제 추천 부탁
11171, 늘리려면 어떻게 해야되나요?,,늘리려면 어떻게 해야 되나요?,
11172,혼합에서 시로 가는길... 너무 어려워요ㅜ,,혼합에서 시간로 가는 길... 너무 어려워 요ㅜ,혼합 시간 로 길 요
11173,지금 유축을 해야할까요..??ㅠㅠ,,지금 유축을 해야 할까요..?? ㅠㅠ,지금 유축 요
11174,유방초음파하고 모유해도되나요?..,,유방 초음파하고 모유해도 되나요?..,유방 초음파 모유
11175,다 먹고나서 가슴팍에서 쩝쩝거리는 아기 ㅜㅜ,,다 먹고 나서 가슴팍에서 쩝쩝거리는 아기 ㅜㅜ,가슴 팍 거리 아기
11176,후 가슴 찌르는 통증,,후 가슴 찌르는 통증,후 가슴 통증
11177,시수.. 달라고 보채진 않는데 수면을 못자요,,시수.. 달라고 보채진 않는데 수면을 못 자요,수 달라 수면 못 자
11178,막수하고 아가 바로 자나요?,,막수하고 아가 바로 자나요?,아가 바로
11179,다유 어떻게과 기이..??,,다유 어떻게 과 기이..??,유 과 기이
11180,노락 어떻게이요,,노락 어떻게 이요,노락 이요
11181,가슴이 찌릿 찌릿한게 뭘까요,,가슴이 찌릿 찌릿한 게 뭘까요,가슴 찌릿 찌릿 게 뭘
11182,가슴치 가슴 가슴염증상?..,,가슴 치 가슴 가슴 염증상?..,가슴 치 가슴 가슴 염증상
11183,치 모유양 맞추는법 없나요 ㅠㅠ아님 어떻게이라도 ..,,치 모유 양 맞추는 법 없나요 ㅠㅠ 아님 어떻게 이라도 ..,치 모유 양 법
11184,통수면 잘 때 모유 유축 하시나요? 맞춰지나요?,,통수면 잘 때 모유 유축 하시나요? 맞춰 지나요?,통 수면 때 모유 유축 지나
11185,하시는 분들 모유차는 느낌 말고 콕콕 쑤시는 느낌도 치 다 나는데,,하시는 분들 모유차는 느낌 말고 콕콕 쑤시는 느낌도 치 다 나는 데,유차 느낌 느낌 치 나 데
11186,유축 보관시 궁금해요,,유축 보관 시 궁금해요,유축 보관 시
11187,드맘100일 먹이고 있는데 단계업할때,,드맘 100일 먹이고 있는데 단계업할 때,드맘 먹이 단계 업 때
11188,모유시 ,,모유 시,모유 시
11189,가슴인거 같아요 ㅜㅜ 꼭 마사지 받아야할까요? ㅜㅜ,,가슴인 거 같아 요 ㅜㅜ 꼭 마사지 받아야 할까요? ㅜㅜ,가슴 거 요 꼭 마사지 요
11190,혼합시 분유 뭐 쓰세요?,,혼합시 분유 뭐 쓰세요?,혼합 시 분유 뭐
11191,모유 기이요,,모유 기이요,모유 기이
11192,약 바른채로 유축했으면 아기 주면 안되겠죠?ㅠ,,약 바른 채로 유축했으면 아기 주면 안 되겠죠?ㅠ,약 채 유축 아기 안
11193,산양액상이요~,,산양액상이요~,산양 액 상이
11194,분유명 먹이려는데,,분유 명 먹이려는 데,분유 명 데
11195,ㅠㅠ다유했는데 분유...ㅠㅠ,,ㅠㅠ 다 유했는데 분유...ㅠㅠ,유 분유
11196,모유량 맞춰지는 느낌?,,모유량 맞춰지는 느낌?,유량 느낌
11197,을 뻘뻘흘려요:;;,,을 뻘뻘 흘려요 : ;;,뻘뻘
11198,아이가 원할 때마다 직수로 리시는 분들에게 문니다!(유축),,아이가 원할 때마다 직수로 리시는 분들에게 문니다!(유축),아이 때 직 수로 리시 분 유축
11199,시이요,,시이요,이요
11200,모유 후 유축한 모유는 어떻게하너요?,,모유 후 유축한 모유는 어떻게 하너요?,모유 후 유축 모유 너
11201,모유중 약안되죠? ㅜㅜ,,모유 중 약 안 되죠? ㅜㅜ,모유 중 약 안
11202,시..,,시..,시
11203,막수가 이거 맞나요 ??,,막수가 이 거 맞나요 ??,이 거
11204,모유양 넘칠때 유축하는 은 어떻게 하는게 좋은가요?,,모유 양 넘칠 때 유축하는 은 어떻게 하는 게 좋은가요?,모유 양 때 유 축하 은 게
